__v,_id,imgurl,kgs,name,price
0,62b9418cf867568dbf2f5f05,./assets/vr-s.jpg,5,our village rice 2-kg,360
0,62b941a6f867568dbf2f5f0b,./assets/vr-s.jpg,4,our village rice 5-kg,900
0,62c51a649c04dc66fb0ae882,./assets/vr-s.jpg,1,our village rice 15-kg,2500
